,PSZ,SURP,DATE,HQ,ENGNAME,RUSNAME,TYPE,NEWDEV,FUNC1,FUNC2,FUNC3,CAP,RUBLE,STCAP,SHARES,PRICE,STPRICE,BONDS,LOC2,LOC3,YEAR,MONTH,DAY,ID,NEWENT,PROP,MAN,STAFF,SALE,OWN,PAI,AKTS,NEWFIRM,EXISTFIRM,EXISTFIRMNEWFUNC,NOBONDS,BONDSOK,BONDSWLIMIT,NOPROPRES,LANDLIMIT,PERMNEEDED,LANDBAN,NOMANRES,MANRESTYPE,NOSTAFFRES,LIMTRAINING,NOSALERES,TOBEARER,NAMEDINFORMED,NAMEDINFOFF,NOOWNRES,OWNRIGHTS,NOFOROWN,CHRISOWN,CROPS,LIVESTOCK,AGSERVICES,FORESTRY,FISHING,AG,MINING,CONSTRUCTION,MANUFACTURING,TRANSPORTATION,WHOLESALE,RETAIL,FINANCE,SERVICES,PUBADMIN,NONCLASS,INDUSTRY,MANUFOODS,MANUTEXTILES,MANUWOOD,MANUPAPER,MANUCHEMICALS,MANUANIMAL,MANUMINERAL,MANUMETALS,MANUMISC,ManufacturingIndustry,FOODSFLOUR,FOODSBEETSUGAR,FOODSMALTBEVS,MOSCOW,STPETE,PROV,HQCODE,HQProvince,MOSCOWProv,HQRegion,LOC1,OPProvince,OPRegion
3874,3-36624,2-0499,1912-02-25,Moscow,Bayer Chemical Co.,"Ak. ob. khimicheskoi fabriki ""Fridr. Baier i Ko."" v Moskve",1,2,2851,2834.0,,3000.0,9,3000,3000.0,1000.0,1000,0.0,,,1912,2,25,3875.0,0.0,5,1,1,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
3875,3-36625,2-0500,1912-02-25,Moscow,Khanzhonkov Mfg. Co. (production and sales of cin,"Ak. ob. ""A. Khanzhonkov i Ko.""",1,2,3861,,,500.0,9,500,2000.0,250.0,250,0.0,,,1912,2,25,3876.0,0.0,5,1,1,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
3876,3-36626,2-0505,1912-02-25,Warsaw,Girshovich Graphic Arts Co.,"Ak. ob. graficheskogo iskusstva ""I. L. Girshkovich""",1,2,2751,,,400.0,9,400,1600.0,250.0,250,0.0,,,1912,2,25,3877.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MANUPAPER,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5101,Varshavskaia,Poland
3877,3-36627,2-0506,1912-02-25,Riga,Riegert Chocolate Co.,"Ak. ob. shokoladnoi fabriki ""F. Rigert"" v gorode Rige",1,2,2066,,,300.0,9,300,1200.0,250.0,250,0.0,,,1912,2,25,3878.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,2101,Lifliandskaia,0.0,Baltic,2101,Lifliandskaia,Baltic
3878,3-36628,2-0531,1912-02-25,St. Petersburg,Russian Hydraulic Engineering Co.,Russkoe ak. ob. gidrotekhnicheskikh sooruzhenii,1,1,1600,,,300.0,9,300,3000.0,100.0,100,0.0,,,1912,2,25,3879.0,1.0,5,0,6,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
3879,3-36629,2-0532,1912-02-25,St. Petersburg,Tuapse and Maikop Petroleum Co.,Tuapse-Maikopskoe neftepromyshlennoe ak. ob.,4,1,2911,1311.0,,250.0,9,250,2500.0,100.0,100,0.0,,,1912,2,25,3880.0,1.0,6,4,8,2,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,6506,Kubanskaia,Caucasus
3880,3-36630,2-0533,1912-02-25,Sosnowiec,"Reicher Transport, Storage, and Loan Co.","Ak. ob. ""G. Reikher i Ko."" transportirovaniia kladei i tovarnoi skladov s vydacheiu ssud",1,2,6153,4225.0,4210.0,3000.0,9,3000,30000.0,100.0,100,0.0,9700.0,,1912,2,25,3881.0,0.0,1,3,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5602,Petrokovskaia,0.0,Poland,9600,.,Entire Empire
3881,3-36631,2-0610,1912-02-25,St. Petersburg,Petersburg Transport Co.,"Ak. ob. ""Samokat""",1,1,4111,3710.0,,200.0,9,200,2000.0,100.0,100,0.0,,,1912,2,25,3882.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
3882,3-36638,2-0668,1912-02-25,Rostov-on-Don,Rostov-on-Don Steamship Co.,"Ak. ob. ""Samokhod""",1,1,4441,,,150.0,9,150,600.0,250.0,250,0.0,,,1912,2,25,3883.0,1.0,0,0,8,4,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1205,Donskaia Oblast,0.0,South,9212,.,South
3883,3-36649,2-0726,1912-02-28,St. Petersburg,"Olonets Railroad (Dubrovika, on North. RR, to Pet",Ob. Olonetskoi zheleznoi dorogi,1,1,4011,,,2232.0,9,2232,,,0,2.0,2701.0,,1912,2,28,3884.0,1.0,0,3,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3704,Peterburgskaia,North
3884,3-36670,2-0660,1912-03-05,Buzuluk,Buzuluk Merchant Bank,Buzulukskii kupecheskii bank,1,1,6025,,,500.0,9,500,500.0,1000.0,1000,0.0,,,1912,3,5,3885.0,1.0,0,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3604,Samarskaia,0.0,Volga-Ural,3604,Samarskaia,Volga-Ural
3885,3-36680,2-0470,1912-03-07,Kiev,Kiev Pawnshop,Kievskii chastnyi lombard,1,1,6153,,,2000.0,9,2000,4000.0,500.0,500,0.0,,,1912,3,7,3886.0,1.0,0,2,2,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1601,Kievskaia,0.0,South,1601,Kievskaia,South
3886,3-36687,2-0486,1912-03-08,Kiev,Chokolov Bros. Distilling Co. (1912) [cf. 3-19381,"Ak. ob. drozhzhevo-vinokurennogo zavoda ""Brat'ia Chokolovy""",1,1,2085,,,600.0,9,600,6000.0,100.0,100,0.0,,,1912,3,8,3887.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,1601,Kievskaia,0.0,South,1601,Kievskaia,South
3887,3-36688,2-0543,1912-03-08,Warsaw,Grancow Brick Co.,Ak. ob. Kavenchinskikh kirpichnykh zavodov Kazimira Grantsova,1,2,3251,,,800.0,9,800,1600.0,500.0,500,0.0,,,1912,3,8,3888.0,0.0,1,3,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5101,Varshavskaia,Poland
3888,3-36690,2-0557,1912-03-08,St. Petersburg,Au Gourmet Sales Co. (fine foods and wines),"Torgovoe tov. na paiakh ""O gurme""",4,2,5411,,,300.0,9,300,3000.0,100.0,100,0.0,,,1912,3,8,3889.0,0.0,5,0,0,2,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
3889,3-36692,2-0562,1912-03-08,"Slaviansk, Iziu",um dist.   Slaviansk Salt Co.,Slavianskoe solepromyshlennoe ak. ob.,1,2,2899,1476.0,,720.0,9,720,7200.0,100.0,100,1.0,,,1912,3,8,3890.0,0.0,1,0,8,2,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,0.0,1.0,4607,Kharkovskaia,0.0,South,4607,Kharkovskaia,South
3890,3-36693,2-0563,1912-03-08,St. Petersburg,Kemere Co. (sanatorium),"Ak. ob. ""Kemere""",1,1,8059,,,250.0,9,250,1000.0,250.0,250,0.0,,,1912,3,8,3891.0,1.0,1,3,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8059,Yakutskaia,0.0,Siberia,9611,.,Finland
3891,3-36694,2-0569,1912-03-08,Moscow,Russian Water Meter Co.,"Ak. ob. ""Russkii zavod vodomerov""",1,1,3824,,,300.0,9,300,1200.0,250.0,250,0.0,,,1912,3,8,3892.0,1.0,5,1,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
3892,3-36695,2-0586,1912-03-08,Kokand,Mailisai Petroleum Co.,"Neftepromyshlennoe ak. ob. ""Maili-Sai""",1,2,1311,,,750.0,9,750,7500.0,100.0,100,0.0,,,1912,3,8,3893.0,0.0,1,1,1,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8903,Ferganskaia,0.0,Central Asia,8904,Ferganskaia,Central Asia
3893,3-36696,2-0611,1912-03-08,St. Petersburg,Trampedach Chemical Co. (1912) [see 3-14203!,"Ak. ob. Rizhskoi khimicheskoi zavoda, byvshii ""Trampedakh i Ko.""",1,3,2800,,,500.0,9,500,5000.0,100.0,100,0.0,,,1912,3,8,3894.0,0.0,5,0,0,2,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,2101,Lifliandskaia,Baltic
3894,3-36704,2-0653,1912-03-08,Kiev,Zdrojewski and Grabowski Agronomy Bureau,"Ak. ob. ""Agronomicheskoe biuro L. Zdroevskii i K. Grabovskii""",1,2,5191,,,150.0,9,150,600.0,250.0,250,0.0,,,1912,3,8,3895.0,0.0,5,0,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wholesale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1601,Kievskaia,0.0,South,1601,Kievskaia,South
3895,3-36705,2-0669,1912-03-08,Moscow,Filipp S. Ionov's Sons Brocade and Silk Co.,"Tov. na paiakh parchevoi i shelkovoi fabrik ""F. S. Ionova synov'ia"" v Moskve",4,2,2211,2221.0,,300.0,9,300,300.0,1000.0,1000,0.0,,,1912,3,8,3896.0,0.0,0,0,8,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
3896,3-36706,2-0718,1912-03-08,St. Petersburg,Parabellum Munitions Co.,Ak. ob. russkoi oruzheinogo i mashinostroitel'nogo zavoda,1,2,3489,,,500.0,9,500,1000.0,500.0,500,0.0,,,1912,3,8,3897.0,0.0,1,0,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
3897,3-36707,2-0777,1912-03-08,St. Petersburg,Neva Consignment Sales and Loan Co.,S.-Peterburgsko-Nevskoe komissionno-ssudnoe ak. ob.,1,1,6153,4225.0,5100.0,300.0,9,300,3000.0,100.0,100,0.0,,,1912,3,8,3898.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
3898,3-36708,2-0778,1912-03-08,Kiev,Kretovo Sugar Co.,Tov. na paiakh Kretovskogo sakharnogo i rafinadnogo zavoda,4,2,2063,,,500.0,9,500,2000.0,250.0,250,0.0,2906.0,,1912,3,8,3899.0,0.0,1,2,8,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,1601,Kievskaia,0.0,South,2904,Orlovskaia,Center
3899,3-36750,2-0584,1912-03-16,St. Petersburg,Second Petersburg Pawnshop,Vtoroi S.-Peterburgskii chastnyi lombard,1,1,6153,,,600.0,9,600,6000.0,100.0,100,0.0,,,1912,3,16,3900.0,1.0,0,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
3900,3-36755,2-0544,1912-03-27,Warsaw,"EGT Electricity, Gas, and Traction Co.","Ak. ob. ""Elektrichestvo, gaz i tiaga"" (Egete)",1,1,4900,,,1000.0,9,1000,4000.0,250.0,250,1.0,,,1912,3,27,3901.0,1.0,5,0,0,3,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,9600,.,Entire Empire
3901,3-36757,2-0587,1912-03-27,St. Petersburg,Petersburg Taxi Co.,"Ak. ob. ""Taksomobil'""",1,1,4121,4212.0,3710.0,600.0,9,600,6000.0,100.0,100,0.0,,,1912,3,27,3902.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
3902,3-36761,2-0663,1912-03-27,Moscow,Paris Moderne Perfume Co.,"Ak. ob. ""Parfiumeriia modern Parizh""",1,2,2844,2841.0,,450.0,9,450,1500.0,300.0,300,0.0,9701.0,,1912,3,27,3903.0,0.0,5,1,1,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
3903,3-36762,2-0664,1912-03-27,St. Petersburg,Petersburg Metropolis Co. (hotels and restaurants,"Ak. ob. ""Metropol'""",1,1,7011,5812.0,,750.0,9,750,3000.0,250.0,250,0.0,,,1912,3,27,3904.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
3904,3-36768,2-0683,1912-03-27,Taganrog,Bezchinskii Bros. and Tochilovskii Anthracite Coa,Removskoe antratsitnoe ak. ob. Br. Bezchinskikh i Tochilovskogo,1,2,1211,,,1000.0,9,1000,10000.0,100.0,100,0.0,,,1912,3,27,3905.0,0.0,1,0,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1207,Donskaia Oblast,0.0,South,1207,Donskaia Oblast,South
3905,3-36769,2-0732,1912-03-27,Rechitsa,"Rick Bros. Mfg. Co. (flour, lumber, wires, nails,","Ak. ob. pridneprovskikh zavodov ""Brat'ia V. i B. Rikk i Ko.""",1,3,3315,2041.0,2421.0,300.0,9,300,600.0,500.0,500,0.0,,,1912,3,27,3906.0,0.0,5,0,0,2,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,2208,Minskaia,0.0,West,2208,Minskaia,West
3906,3-36770,2-0751,1912-03-27,Bakhmut,Stoerzer and Wiestinhausen Ceramic Tile Co.,Ak. ob. keramiko-cherepichnogo zavoda V. V. Shtertsera i K. A. Vistingauzena pri stantsii Chasov-Iar iuzhnykh zheleznykh dorog,1,1,3253,1450.0,,300.0,9,300,300.0,1000.0,1000,0.0,,,1912,3,27,3907.0,1.0,1,0,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,0.0,0.0,1.0,1303,Ekaterinoslavskaia,0.0,South,1303,Ekaterinoslavskaia,South
